Nitrogen,pHospHorus,Kalium,pH Tanah,Soil Moisture,Fuzzy Output,Label Fuzzy
119,90,48,5.986442306,79.59242542,0.176190873,S1
107,72,45,5.790768046,81.54448882,0.274737269,S1
116,81,55,5.915546415,83.6995044,0.176190873,S1
101,75,50,6.242528278,81.40740301,0.46575659,S2
93,81,50,6.036079266,76.57853189,0.5,S2
95,75,45,5.829898502,82.95958244,0.5,S2
107,71,55,6.088064451,83.96754496,0.274737269,S1
83,94,47,6.469370954,81.10523402,0.5,S2
102,73,54,5.720726906,84.41007614,0.43274633,S2
86,79,45,5.80766417,82.69285419,0.5,S2
117,86,53,5.703381728,83.55829874,0.238237799,S1
111,79,53,6.165001278,75.77363772,0.176190873,S1
95,74,50,6.002481605,80.47152737,0.5,S2
91,75,55,6.212369363,76.11239849,0.5,S2
93,83,46,5.765308943,83.50423735,0.5,S2
92,85,51,5.740764682,81.08183635,0.5,S2
104,80,54,5.879119455,81.33506906,0.368996024,S1
103,72,51,6.099478745,81.81365007,0.400599093,S2
92,75,45,5.674403359,77.95192527,0.5,S2
93,85,49,5.694243847,79.28625709,0.5,S2
120,87,52,5.905494703,76.05522115,0.176190873,S1
108,72,46,6.110844721,84.97849241,0.242682229,S1
105,88,54,6.020445317,84.51194224,0.337654396,S1
98,79,50,6.435917308,84.47321314,0.5,S2
111,88,55,5.505393833,78.34971537,0.306185044,S1
97,74,45,5.677719902,78.51833782,0.5,S2
95,82,48,5.719014989,83.31172003,0.5,S2
89,91,55,6.275572298,80.261731,0.5,S2
89,85,55,6.275384607,76.48541655,0.5,S2
118,88,51,6.201911642,79.49221962,0.176190873,S1
101,92,45,5.758054257,80.6430384,0.46575659,S2
99,92,47,6.323933647,77.48247073,0.5,S2
82,77,46,5.901100841,82.1888998,0.5,S2
90,86,55,5.644486582,84.15403614,0.5,S2
95,88,52,6.235461772,78.90085998,0.5,S2
104,73,46,6.28236237,80.1190228,0.368996024,S1
102,73,52,6.356090905,83.36307683,0.43274633,S2
100,74,52,5.837258235,81.53977797,0.497202377,S2
94,89,48,5.653437902,84.51602322,0.5,S2
99,70,46,5.727469947,82.99556744,0.5,S2
112,87,48,6.200111068,77.3970629,0.176190873,S1
117,82,45,5.614471478,79.29122198,0.275931016,S1
96,86,51,6.257369799,76.98740841,0.5,S2
113,85,45,6.037430836,76.63713353,0.176190873,S1
105,93,46,5.760457558,78.76260938,0.337654396,S1
85,89,51,6.158164422,84.70189923,0.5,S2
108,94,47,6.387431383,84.54625006,0.242682229,S1
92,81,52,5.891413895,76.52808057,0.5,S2
110,71,54,5.725418961,82.20793613,0.226902088,S1
82,75,55,6.281069505,78.4873835,0.5,S2
117,81,53,5.507641778,78.20585613,0.305681963,S1
2,40,27,5.954626604,47.54885174,0.823809127,S3
39,24,31,4.757114897,53.72979826,0.814763748,S3
21,26,27,5.699586972,47.67525434,0.823809127,S3
25,22,25,5.977413803,45.53556603,0.823809127,S3
23,21,32,6.430139436,54.25964196,0.823809127,S3
20,19,35,6.113935087,50.62161586,0.823809127,S3
19,21,34,5.074272692,53.19212381,0.823809127,S3
18,17,31,5.667507706,45.16127859,0.823809127,S3
11,36,33,5.978634285,52.22780489,0.823809127,S3
30,28,30,5.064613314,52.19331595,0.823809127,S3
18,19,27,4.772385986,52.34605806,0.813862229,S3
23,23,27,5.161148592,51.4271781,0.823809127,S3
37,30,34,6.797779227,53.63549533,0.823809127,S3
11,27,30,6.39474303,48.5622488,0.823809127,S3
12,19,31,5.566704378,52.66319725,0.823809127,S3
3,28,33,5.755049971,48.88704844,0.823809127,S3
37,38,32,5.417340525,45.53106268,0.822832688,S3
26,37,30,6.166173834,49.45962621,0.823809127,S3
14,18,30,5.191265116,52.13797867,0.823809127,S3
40,16,35,4.954739564,54.16482251,0.819043888,S3
4,20,25,5.664587011,47.94053996,0.823809127,S3
36,25,33,5.548584852,53.33018851,0.823809127,S3
30,17,31,6.804437106,54.49960506,0.823809127,S3
28,37,28,6.097869767,50.52559148,0.823809127,S3
38,15,30,5.075504537,48.13974548,0.823809127,S3
12,37,30,4.546466109,47.41196659,0.823809127,S3
38,19,31,5.855119268,49.08864345,0.823809127,S3
8,33,29,6.442393461,49.48613279,0.823809127,S3
15,27,28,4.507523551,46.12866113,0.823809127,S3
34,16,25,6.10729559,50.96040505,0.823809127,S3
11,36,31,6.47544932,51.77965917,0.823809127,S3
33,29,34,6.832979509,49.21729127,0.823809127,S3
12,31,26,5.395275719,51.94190321,0.823809127,S3
12,34,28,6.13526938,45.02236377,0.823809127,S3
5,16,31,4.555688532,48.69677802,0.823809127,S3
1,30,29,6.434197756,51.39586505,0.823809127,S3
16,35,31,5.316875978,50.19368841,0.823809127,S3
35,18,26,5.279388967,50.84881347,0.823809127,S3
4,40,26,6.720041791,48.56916221,0.823809127,S3
9,29,34,5.72742254,45.88744691,0.823809127,S3
2,38,33,4.691396195,53.2328243,0.818601224,S3
26,32,32,6.810186079,49.92963856,0.823809127,S3
34,38,31,6.454045329,45.58110023,0.823809127,S3
5,32,33,5.842763773,52.5896771,0.823809127,S3
31,29,26,5.024124684,47.40519056,0.823809127,S3
34,34,35,6.422710539,47.16808054,0.823809127,S3
36,19,32,4.94295037,50.70880979,0.819485357,S3
7,17,26,6.414526606,48.75613373,0.823809127,S3
38,15,27,6.777788126,48.50387598,0.823809127,S3
5,19,25,6.441328044,54.43945147,0.823809127,S3
37,36,26,4.650536197,52.61323969,0.820948546,S3
21,31,32,5.254532213,51.42664176,0.823809127,S3
37,36,27,5.910634533,47.90859131,0.823809127,S3
23,23,30,4.755273631,47.45553843,0.814872901,S3
36,26,26,6.814630246,51.0845903,0.823809127,S3
24,33,35,5.342866119,54.82257868,0.823809127,S3
26,18,30,6.336234624,51.08494181,0.823809127,S3
22,17,26,4.754435025,47.71875722,0.814922118,S3
11,34,32,6.831706773,49.40983294,0.823809127,S3
29,35,28,6.967417766,53.53903102,0.823809127,S3
22,28,26,4.947683034,45.41692012,0.819847867,S3
23,24,32,5.630619901,46.16888595,0.823809127,S3
1,35,34,6.27339822,46.69536813,0.823809127,S3
2,24,34,6.472774648,54.80750249,0.823809127,S3
39,37,25,6.953246506,45.61143594,0.823809127,S3
15,36,27,5.643710216,53.96886679,0.823809127,S3
3,18,31,6.392313973,48.20662669,0.823809127,S3
8,38,32,4.981816523,46.73723302,0.822442744,S3
33,31,34,5.421265283,50.22287593,0.822610922,S3
14,29,32,6.942520105,48.97047762,0.823809127,S3
18,20,26,5.435840509,51.98594645,0.821785376,S3
9,21,32,5.870116071,53.56092806,0.823809127,S3
20,30,27,4.74910393,51.59445462,0.815235386,S3
9,38,25,5.497946899,50.34035336,0.823554275,S3
26,24,34,6.811291098,52.23810152,0.823809127,S3
31,36,29,6.460542749,52.72170281,0.823809127,S3
14,18,35,4.791146778,47.02058367,0.81274922,S3
40,16,35,6.4841522,49.02450149,0.822545813,S3
28,27,34,6.526654345,50.69693751,0.823809127,S3
1,17,30,6.279133738,47.97230503,0.823809127,S3
1,29,29,6.052026047,49.30347234,0.823809127,S3
2,36,31,5.73171945,49.95955487,0.823809127,S3
12,27,26,5.32307197,45.5661059,0.823809127,S3
7,28,35,4.66910839,46.78393776,0.819884894,S3
26,36,26,5.101206389,51.25786185,0.823809127,S3
26,35,31,5.339556562,53.05980465,0.823809127,S3
27,21,30,5.061081874,52.48823147,0.823809127,S3
22,38,31,5.821106036,53.06009323,0.823809127,S3
22,18,31,5.956027059,47.93791463,0.823809127,S3
28,23,28,5.676032581,50.0983181,0.823809127,S3
7,31,27,6.524114355,47.59319575,0.823809127,S3
29,34,26,6.273953676,54.39416048,0.823809127,S3
8,37,33,6.128167757,54.9640534,0.823809127,S3
39,16,27,4.934964765,52.94641947,0.818871704,S3
40,24,25,5.445008416,50.44030129,0.819967658,S3
19,38,26,4.525722333,48.77926304,0.823809127,S3
21,21,30,5.403908328,51.41593238,0.823550781,S3
22,18,33,6.621623545,52.48100602,0.823809127,S3
31,20,30,6.207495815,54.01352682,0.823809127,S3
18,26,31,5.418475257,47.74916499,0.822768965,S3
24,130,195,6.112305667,81.54156612,0.5,S2
13,144,204,6.092241627,82.42614055,0.5,S2
22,123,205,5.896343436,83.88504863,0.5,S2
36,125,196,6.15526103,80.65968681,0.5,S2
24,131,196,5.732453638,83.74372787,0.5,S2
2,123,198,6.253034534,82.21079946,0.5,S2
35,140,197,6.106190557,82.75241875,0.5,S2
11,122,195,5.647202395,83.56812483,0.5,S2
6,123,203,6.130310493,81.62497448,0.5,S2
17,134,204,6.499604931,80.18393287,0.5,S2
25,130,197,5.554831977,82.68593454,0.5,S2
27,145,205,5.800242694,82.29335466,0.5,S2
9,122,201,5.570290539,80.91934392,0.5,S2
16,139,203,6.27564088,80.96093443,0.5,S2
32,141,204,5.536645599,82.89753705,0.5,S2
22,138,195,6.208196881,83.51444973,0.5,S2
31,144,202,5.870600622,80.55557235,0.5,S2
3,136,205,6.334771461,80.84806564,0.5,S2
28,122,197,5.856575335,82.73366439,0.5,S2
4,136,204,5.898944282,81.77713468,0.5,S2
39,145,201,5.775600435,80.58931938,0.5,S2
38,132,197,5.931101816,81.54185044,0.5,S2
36,133,198,6.2286454,83.98351748,0.5,S2
25,121,201,5.594240603,82.71775569,0.5,S2
15,125,199,5.569230319,80.55625868,0.5,S2
24,140,205,5.93202852,83.59398734,0.5,S2
13,132,203,6.423216506,82.48336987,0.5,S2
5,126,197,6.417500829,81.20876367,0.5,S2
30,120,200,6.234904253,82.24729637,0.5,S2
23,142,197,6.000573725,82.03812973,0.5,S2
26,135,203,5.685102769,81.16314317,0.5,S2
7,126,203,5.662140095,82.00335557,0.5,S2
32,139,198,6.358186848,82.66850729,0.5,S2
9,141,202,6.119495295,81.17931863,0.5,S2
20,142,196,6.207600783,80.01639435,0.5,S2
32,129,201,6.48754639,83.00471609,0.5,S2
3,134,199,5.81717753,81.32235739,0.5,S2
38,138,204,6.325480034,83.25447587,0.5,S2
14,131,198,5.562790949,83.86742974,0.5,S2
20,122,204,6.487369687,80.86325389,0.5,S2
40,126,201,6.116982944,80.03100049,0.5,S2
36,128,204,5.695792761,80.68700527,0.5,S2
11,132,197,5.734317007,81.23966573,0.5,S2
11,137,195,6.329499832,80.18612085,0.5,S2
19,123,200,6.167013532,81.03544763,0.5,S2
31,136,197,5.653776058,83.34010951,0.5,S2
4,134,200,5.840256272,80.95628959,0.5,S2
39,139,201,5.539980812,81.01783402,0.5,S2
8,127,196,5.833302165,83.17093908,0.5,S2
39,138,203,6.399433771,82.33098331,0.5,S2
32,120,204,6.138958698,83.44518113,0.5,S2
12,142,203,5.972850838,82.56407013,0.5,S2
8,133,195,6.456079585,80.97598029,0.5,S2
8,139,199,6.336426667,81.53996362,0.5,S2
21,134,202,6.425419926,80.02130636,0.5,S2
40,140,195,6.294395676,80.49979873,0.5,S2
39,127,202,6.477768039,81.67215994,0.5,S2
19,120,195,5.931538447,81.12109244,0.5,S2
21,139,201,5.980598579,83.36094029,0.5,S2
17,136,195,6.389783283,81.61051026,0.5,S2
33,139,203,5.693287415,82.51034633,0.5,S2
22,133,201,6.00299607,80.12211649,0.5,S2
32,130,196,6.372959542,81.24995984,0.5,S2
37,135,205,5.510924849,80.2827185,0.5,S2
15,140,195,5.69945282,83.54193816,0.5,S2
39,132,196,5.778594403,83.32560104,0.5,S2
40,121,199,6.315586313,81.03886263,0.5,S2
40,132,202,5.971813006,80.70695797,0.5,S2
29,142,203,5.891195653,83.71498986,0.5,S2
32,121,199,6.129812716,81.25353895,0.5,S2
6,140,205,6.313085601,82.92903419,0.5,S2
8,120,196,6.053662544,82.66396666,0.5,S2
34,133,202,5.804799142,80.09711412,0.5,S2
35,135,199,6.400719746,80.54942557,0.5,S2
16,145,199,5.953966361,80.76838926,0.5,S2
8,136,201,5.609255992,82.22118237,0.5,S2
25,129,195,5.777271492,81.17712085,0.5,S2
16,130,201,5.682395429,82.79092939,0.5,S2
39,129,203,5.863996687,83.18392806,0.5,S2
38,135,203,6.444373116,82.79782954,0.5,S2
33,120,205,5.550832178,82.26890793,0.5,S2
35,125,204,6.107741788,80.15215777,0.5,S2
1,132,200,5.620745638,82.94270065,0.5,S2
39,140,203,6.349875906,80.63399198,0.5,S2
28,145,202,6.484323189,82.9042841,0.5,S2
6,128,200,5.838748311,82.57813624,0.5,S2
6,139,199,6.29099842,81.6212135,0.5,S2
29,122,196,5.638328481,81.15595212,0.5,S2
37,144,197,6.415555956,80.8084305,0.5,S2
38,120,197,6.323722572,82.94703302,0.5,S2
38,141,198,5.757009965,80.28297993,0.5,S2
14,121,203,6.158689406,83.74765639,0.5,S2
6,125,204,5.733539807,82.93262435,0.5,S2
32,138,197,5.908724337,80.73112694,0.5,S2
11,124,204,6.361141107,80.06633966,0.5,S2
23,138,200,5.96537863,80.22631717,0.5,S2
40,143,201,6.476757723,82.72828653,0.5,S2
6,142,202,6.224542938,82.94573346,0.5,S2
37,124,195,6.209928251,83.4795292,0.5,S2
35,134,204,5.841138354,82.55138983,0.5,S2
119,25,51,6.283818329,80.92254421,0.176190873,S1
119,19,55,6.818261383,83.44621709,0.176190873,S1
105,30,50,6.37620108,81.77527562,0.337654396,S1
114,8,50,6.581587932,88.30866319,0.176190873,S1
93,22,52,6.932739726,81.32563243,0.5,S2
80,26,55,6.140099215,88.989272,0.5,S2
85,27,45,6.467095849,88.7285657,0.5,S2
85,22,53,6.849471704,89.77076659,0.5,S2
82,22,45,6.512196212,85.34866045,0.5,S2
118,13,54,6.039584629,89.81574032,0.180832201,S1
83,25,53,6.057697106,80.04678201,0.5,S2
86,15,47,6.423898762,84.18406764,0.5,S2
101,10,47,6.936997681,83.31883376,0.46575659,S2
119,9,50,6.251286661,83.9195902,0.176190873,S1
104,17,46,6.190015912,80.22972777,0.368996024,S1
95,12,51,6.681606702,84.1726996,0.5,S2
102,14,52,6.51075991,89.64815231,0.43274633,S2
109,21,55,6.770278088,89.73524177,0.214217768,S1
81,18,50,6.429788073,88.22874955,0.5,S2
103,17,51,6.209888345,80.02621335,0.400599093,S2
105,14,50,6.419052193,87.6883982,0.337654396,S1
97,8,52,6.237861736,86.97190046,0.5,S2
120,19,49,6.762471629,84.26830701,0.176190873,S1
95,16,55,6.612847999,87.55055105,0.5,S2
83,29,52,6.704688865,87.5931128,0.5,S2
83,9,45,6.049609892,89.13163965,0.5,S2
91,21,50,6.762030215,81.44030363,0.5,S2
116,5,54,6.65398725,80.99313508,0.176190873,S1
112,28,54,6.738030547,85.05318563,0.176190873,S1
88,29,51,6.095689937,88.94568335,0.5,S2
118,15,45,6.538006356,84.20576992,0.176190873,S1
92,21,48,6.377427122,82.043255,0.5,S2
106,14,45,6.417011754,84.16390229,0.306315908,S1
99,5,47,6.649086972,84.84494575,0.5,S2
98,8,51,6.25933595,86.52258079,0.5,S2
108,22,46,6.121168559,86.7295205,0.242682229,S1
119,7,55,6.031424482,84.6378378,0.176190873,S1
117,27,48,6.835268184,82.39053979,0.176190873,S1
109,10,53,6.551750306,87.8274604,0.209914474,S1
80,16,46,6.940236218,81.40297428,0.5,S2
100,18,52,6.87606733,80.38266489,0.497202377,S2
91,7,53,6.457216535,89.28272716,0.5,S2
86,6,53,6.921847888,83.47202566,0.5,S2
107,5,52,6.881425746,89.98405233,0.274737269,S1
103,16,49,6.915717008,81.64075303,0.400599093,S2
101,20,48,6.206247494,82.75411437,0.46575659,S2
85,25,47,6.29542477,87.64081095,0.5,S2
84,7,51,6.399669044,87.65694462,0.5,S2
102,28,54,6.862157042,80.27525115,0.43274633,S2
98,25,52,6.224066378,83.15393658,0.5,S2
97,25,50,6.093814669,80.90127035,0.5,S2
90,16,45,6.291540278,80.61750795,0.5,S2
95,12,46,6.32281728,81.01009354,0.5,S2
82,23,49,6.873283991,87.21986949,0.5,S2
82,25,51,6.074209622,87.47409052,0.5,S2
110,28,46,6.49889585,88.04541346,0.1791306,S1
118,21,51,6.678805092,86.33904774,0.176190873,S1
120,20,45,6.114128685,88.6984228,0.176190873,S1
91,7,52,6.405054243,83.46230461,0.5,S2
81,6,55,6.110142735,85.87059083,0.5,S2
101,13,54,6.828982708,82.91481799,0.46575659,S2
101,17,55,6.451499764,87.1269128,0.46575659,S2
111,6,53,6.313512999,88.59143088,0.176190873,S1
107,10,49,6.755192025,89.00481725,0.274737269,S1
115,11,46,6.623167177,89.39655519,0.17843145,S1
84,25,52,6.12532356,81.2514818,0.5,S2
120,7,47,6.653867608,83.03687902,0.176190873,S1
91,12,46,6.343942518,85.49938185,0.5,S2
89,22,52,6.217300786,86.10782926,0.5,S2
113,19,46,6.286387658,81.12122989,0.176190873,S1
97,22,50,6.7698938,86.14585891,0.5,S2
117,30,50,6.744966312,87.20772913,0.176190873,S1
90,14,52,6.391858432,89.20454622,0.5,S2
104,23,47,6.770434148,86.70068316,0.368996024,S1
81,16,45,6.727468157,86.25426228,0.5,S2
88,5,47,6.662244646,86.67468041,0.5,S2
92,7,45,6.944640222,81.14149505,0.5,S2
81,18,50,6.507110986,80.91934337,0.5,S2
111,5,55,6.520663422,84.42478917,0.176190873,S1
108,23,51,6.106500787,83.85039964,0.242682229,S1
113,30,50,6.277484043,83.9862443,0.176190873,S1
83,10,53,6.195142279,85.00802358,0.5,S2
101,11,51,6.792035575,84.24340241,0.46575659,S2
114,21,55,6.472756256,87.9392312,0.176190873,S1
99,6,45,6.000975617,86.5507939,0.5,S2
92,20,55,6.587791262,87.5267616,0.5,S2
92,7,48,6.956508826,86.63249555,0.5,S2
91,24,55,6.259086583,83.09194521,0.5,S2
110,21,54,6.747537642,87.82430156,0.1791306,S1
112,25,51,6.932537231,85.5667282,0.176190873,S1
89,25,54,6.353107393,85.56967628,0.5,S2
100,10,53,6.211748957,84.60808277,0.497202377,S2
83,22,54,6.277245254,81.96664832,0.5,S2
95,14,50,6.560443519,84.31756844,0.5,S2
119,30,49,6.903020221,80.45846265,0.176190873,S1
97,12,47,6.765094964,89.63667876,0.5,S2
110,7,45,6.189213927,84.69546874,0.1791306,S1
96,18,50,6.904241707,84.30533791,0.5,S2
83,23,55,6.463271076,83.89241484,0.5,S2
120,24,47,6.260838965,89.4138489,0.178530264,S1
115,17,55,6.776533055,94.11878202,0.817085725,S3
114,27,48,6.528404378,93.03555162,0.806649454,S3
101,25,52,6.750145572,94.22237826,0.817889516,S3
118,18,52,6.562832807,90.83130708,0.186774427,S1
95,26,45,6.117530021,94.55695552,0.820460695,S3
81,25,49,6.076459669,93.25103208,0.810232861,S3
117,24,53,6.293486295,92.21405224,0.358631028,S1
114,30,51,6.069171847,90.06998135,0.182302957,S1
113,6,52,6.740983646,90.35567642,0.183969529,S1
108,26,52,6.201797639,94.26765349,0.818239092,S3
81,30,48,6.041027474,92.09688432,0.535819245,S2
115,9,52,6.019372459,90.97685539,0.18764087,S1
83,7,45,6.704104127,90.73891887,0.5,S2
84,21,55,6.494251024,94.79453182,0.82226446,S3
109,26,45,6.224535449,90.38971208,0.224300499,S1
95,27,55,6.160414414,91.21322065,0.5,S2
119,5,55,6.168757984,94.30111601,0.818497232,S3
110,14,51,6.085444691,91.66737633,0.198866486,S1
82,18,48,6.159050816,94.16748386,0.817464316,S3
87,14,48,6.606033244,92.58862544,0.704404916,S3
85,9,53,6.447662945,92.86798698,0.778156885,S3
100,6,53,6.105909623,93.92217834,0.815552964,S3
107,12,46,6.559763394,93.61870344,0.813163561,S3
91,13,47,6.14410903,92.43510994,0.655792516,S2
102,25,50,6.099662369,92.91440379,0.75741011,S3
117,25,53,6.413927319,92.12543021,0.293789877,S1
85,21,52,6.075144116,90.10051615,0.5,S2
104,25,55,6.123802502,90.36881284,0.368996024,S1
102,24,54,6.698468621,90.93897939,0.411462221,S2
116,25,50,6.088885814,92.92367701,0.770857074,S3
100,17,48,6.367800632,94.29753295,0.81846974,S3
110,25,54,6.425930938,90.78413842,0.190974047,S1
104,25,51,6.469983276,93.88482153,0.814594215,S3
107,11,54,6.094016338,91.33617236,0.315204499,S1
98,26,52,6.150090899,90.69759008,0.5,S2
88,17,52,6.646962425,90.75284363,0.5,S2
87,25,46,6.379690748,90.02696201,0.5,S2
120,8,46,6.732834334,90.70937262,0.186051846,S1
95,13,46,6.126019932,93.76312893,0.814303592,S3
108,22,47,6.161123579,91.72742702,0.30670655,S1
82,13,52,6.442810053,94.86907886,0.82282621,S3
120,23,55,6.732049075,91.60666594,0.191424651,S1
110,22,47,6.243673725,91.82172592,0.200651073,S1
95,23,45,6.266208727,90.56698742,0.5,S2
106,10,49,6.350623739,92.00687531,0.347858994,S1
99,12,52,6.002927293,94.30759855,0.818547628,S3
106,20,51,6.342573112,90.97015715,0.320095678,S1
83,11,53,6.163921248,92.91778307,0.789795346,S3
117,19,55,6.121745389,91.78336933,0.192497085,S1
98,26,49,6.130160473,90.53330091,0.5,S2
113,20,48,6.440584681,94.87679041,0.822884444,S3
101,17,47,6.185053234,94.72981338,0.821548903,S3
98,7,45,6.157724816,92.51054946,0.680558561,S2
93,22,48,6.776987974,91.52291141,0.5,S2
95,21,47,6.431970877,93.56161439,0.81271124,S3
109,12,48,6.708743843,92.12534736,0.341587443,S1
118,12,47,6.010739645,92.17444796,0.330189936,S1
100,14,49,6.365956658,91.07574233,0.495098594,S2
89,9,47,6.668382766,90.77069618,0.5,S2
95,16,46,6.74669542,90.14362622,0.5,S2
95,7,45,6.031665834,90.80015308,0.5,S2
87,6,45,6.40077205,90.79007335,0.5,S2
93,20,50,6.448792689,93.22980899,0.810063523,S3
84,29,49,6.251420275,93.90741192,0.815436795,S3
111,5,47,6.274452811,91.47355778,0.190619288,S1
111,5,52,6.135996372,94.0371147,0.816450593,S3
111,15,54,6.194090172,92.91185695,0.764995591,S3
89,11,47,6.327822962,94.65343534,0.821195311,S3
110,15,48,6.212567211,92.86597437,0.738723412,S3
95,30,52,6.640470863,90.33698678,0.5,S2
115,12,52,6.685553129,94.96218673,0.823525615,S3
120,25,50,6.327210469,94.81637388,0.822429162,S3
102,11,45,6.35544263,93.12603235,0.809228425,S3
94,5,55,6.085682344,91.89216849,0.5,S2
84,18,46,6.781050373,93.42402083,0.811616589,S3
107,22,54,6.630301421,90.84660317,0.294591804,S1
80,18,52,6.484799661,91.14849627,0.5,S2
86,18,45,6.566759102,90.71832938,0.5,S2
113,28,48,6.170520518,92.48839665,0.536213301,S2
115,18,53,6.012480351,94.19790371,0.817700055,S3
82,20,54,6.541150335,90.01506395,0.5,S2
98,22,47,6.341400922,91.91533173,0.5,S2
117,25,54,6.150686364,92.50969311,0.548819091,S2
83,15,49,6.438008153,91.39356832,0.5,S2
120,16,51,6.547041903,91.64193051,0.191637933,S1
111,5,50,6.399891457,91.79742953,0.192582032,S1
85,21,47,6.186770318,90.60932469,0.5,S2
90,23,54,6.159020864,90.45773041,0.5,S2
99,29,55,6.660954816,91.46241065,0.5,S2
102,11,47,6.504906979,92.78226196,0.682512724,S2
80,18,51,6.706053225,91.81758779,0.5,S2
87,21,52,6.067665498,94.2911951,0.818421171,S3
114,8,52,6.419083092,94.5513539,0.820417902,S3
99,6,46,6.39637861,94.22253035,0.817890695,S3
89,25,50,6.375923383,91.34685096,0.5,S2
96,13,55,6.700337732,94.57459443,0.820594962,S3
82,26,47,6.565312653,93.46806467,0.811967695,S3
106,21,52,6.286515359,94.78993038,0.814594215,S3
90,15,52,6.448061578,91.3821731,0.5,S2
106,16,54,6.585872508,91.69532178,0.3419108,S1
24,128,196,5.521466996,90.69489172,0.5,S2
7,144,197,6.133220586,94.34814995,0.818860205,S3
14,128,205,6.226289556,94.58900601,0.820705093,S3
8,120,201,6.321152192,91.13435689,0.5,S2
20,129,201,5.587905967,91.69913296,0.5,S2
32,137,204,5.824151693,93.12859895,0.809248644,S3
27,139,205,5.772179946,93.40819246,0.811490643,S3
25,123,205,5.790993052,92.96129462,0.799661106,S3
22,144,196,6.499226821,91.68748063,0.5,S2
1,124,199,5.658473817,93.27392415,0.810416867,S3
30,122,197,5.573241391,92.72043743,0.741199214,S3
29,121,196,6.079497202,94.32130209,0.818653334,S3
13,126,204,6.383180271,92.79630809,0.760697642,S3
9,139,199,5.867420996,94.54128292,0.82034055,S3
10,133,200,5.708418722,90.4935574,0.5,S2
30,143,199,5.7983508,90.59810302,0.5,S2
36,140,198,6.28188384,91.47684705,0.5,S2
37,137,199,5.697945522,90.18451645,0.5,S2
33,121,203,5.605934087,94.76285385,0.822025015,S3
7,144,195,5.85648105,93.58065995,0.812861443,S3
35,128,205,6.041053829,93.56585985,0.81274495,S3
29,128,198,5.685062404,92.70785115,0.737848846,S3
2,143,196,5.669489065,90.45261746,0.5,S2
34,140,198,5.751707342,93.44006288,0.811744811,S3
29,144,204,5.800448951,92.48667725,0.672919597,S2
32,141,203,5.821347769,92.84416234,0.772454831,S3
13,144,197,6.28022267,94.89613443,0.823029904,S3
25,143,198,6.027314401,91.51861705,0.5,S2
9,137,200,5.636687393,90.6878768,0.5,S2
6,144,198,5.559363609,90.31528693,0.5,S2
37,126,196,5.596449493,90.97597665,0.5,S2
2,120,203,5.893492999,94.71203306,0.821640128,S3
11,143,197,5.875718516,93.3204487,0.810789834,S3
10,141,201,6.386021424,90.97818277,0.5,S2
24,142,202,5.710819862,91.48135786,0.5,S2
23,138,195,5.795985716,91.70292746,0.5,S2
18,125,204,6.046673619,94.47811755,0.819857643,S3
13,121,196,6.443382913,93.50574163,0.812267583,S3
26,122,202,5.617227184,94.73763514,0.821834177,S3
28,123,202,6.442289294,92.12438519,0.545863374,S2
26,121,201,6.162034371,90.02575116,0.5,S2
21,137,196,5.812781806,91.70293849,0.5,S2
21,135,198,5.765015126,94.92048112,0.82321303,S3
5,144,205,6.184922574,92.62665309,0.715436759,S3
2,123,205,5.739652177,90.78572467,0.5,S2
15,133,199,5.824778636,91.61001707,0.5,S2
31,130,198,5.554823557,92.73446667,0.744890543,S3
25,143,200,6.024248787,92.80441624,0.762719766,S3
16,143,204,5.631333387,91.53331177,0.5,S2
19,122,202,5.811975094,90.37981478,0.5,S2
10,125,196,5.730557448,90.03577124,0.5,S2
20,139,202,5.66999105,92.21083961,0.577092433,S2
28,123,198,5.682751473,91.45665004,0.5,S2
28,136,200,6.245858905,92.39544055,0.642114195,S2
2,131,199,6.017370134,91.22759742,0.5,S2
2,140,197,5.53456749,92.82223419,0.767115755,S3
27,138,201,5.952367662,93.90191078,0.815394088,S3
30,127,204,6.126436584,92.45878335,0.66376319,S2
32,145,203,6.406818518,90.84422164,0.5,S2
29,139,205,6.155939453,93.74461474,0.814158275,S3
26,126,195,5.878568981,92.99124545,0.806293053,S3
40,136,202,5.935336308,94.5764581,0.819278099,S3
6,124,200,5.971332179,93.84505029,0.814947918,S3
35,138,200,5.67130617,90.80819418,0.5,S2
17,136,196,5.882155988,90.49939035,0.5,S2
33,134,205,6.08551916,94.33919546,0.818791175,S3
16,143,197,5.90402645,93.51978375,0.812378152,S3
27,120,200,6.110218826,90.74531921,0.5,S2
29,145,205,6.212302608,92.12992101,0.547877736,S2
3,141,197,6.142803397,91.12719303,0.5,S2
15,123,204,6.365972688,92.54780429,0.69214779,S2
5,136,195,6.264202804,91.92360477,0.5,S2
10,136,204,6.276198595,92.15595143,0.557324823,S2
7,141,195,5.514253142,93.45067555,0.811829254,S3
2,129,201,5.682343744,94.36803516,0.819013095,S3
29,138,197,5.830892252,92.43764169,0.656654328,S2
30,137,200,5.603413172,90.70475565,0.5,S2
29,132,204,6.0967531,90.22507299,0.5,S2
14,139,197,6.056529526,92.83975602,0.771388033,S3
18,125,203,6.160267496,91.59234006,0.5,S2
33,143,204,5.814434775,91.95769858,0.5,S2
40,144,196,5.987262638,92.25479855,0.592775716,S2
9,143,197,5.570020684,92.88160462,0.781381553,S3
